state,Total_Premium_Number_of_Beneficiaries,Total_Premium_Amount,Standard_Base_Premium_Number_of_Beneficiaries,Standard_Base_Premium_Amount,Reduced_Base_Premium_Number_of_Beneficiaries,Reduced_Base_Premium_Amount,Rndrng_Prvdr_State_Abrvtn,Mean_Discharge,Mean_Covered,Mean_Total_Payment,Mean_Medicare_Payment,Medicare_Coverage
MD,17133,90513865,15609,85785232,1525,4610088,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
ME,304,1483355,222,1222402,82,246456,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
MI,27286,142034128,24053,132195746,3233,9777348,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
MN,10537,55954626,9730,53475622,807,2440620,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
MO,1728,9052735,1517,8339722,211,637812,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
MS,5735,29309290,4837,26585984,898,2715552,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
MT,830,4201428,683,3753310,147,443268,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NY,129583,680181850,116532,640457582,13051,39466728,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NC,7824,40746415,6884,37832632,940,2843316,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
ND,97,479518,75,409910,22,66528,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NE,137,694639,111,608224,26,79380,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NH,238,1200758,188,1032790,50,149940,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NJ,18821,102073878,17246,94785848,1575,4761540,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NM,590,3010253,482,2646782,108,326592,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
NV,6848,35766563,6069,33352934,780,2357208,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
OH,14924,77138312,12342,67829800,2583,7810236,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
OK,2604,13293681,2183,11998226,421,1274112,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
OR,8361,43467279,7338,40331480,1023,3092544,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
PA,27711,144610451,24554,134948784,3157,9545760,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
RI,1432,7402616,1239,6810460,193,583128,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
SC,2102,10833081,1793,9851580,309,934668,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
SD,1526,8081001,1401,7700354,125,377748,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
TN,8002,40909467,6743,37058154,1259,3806460,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
TX,57781,297959356,49706,273181428,8076,24420564,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
UT,235,1174401,182,1001646,53,160020,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
VA,6382,34148479,5822,32000002,560,1693188,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
VT,857,4347276,709,3896664,148,448056,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
WA,25715,135711388,23390,128549608,2325,7031808,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
WI,7115,36780395,6165,33881466,950,2872548,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
WV,4671,24037269,4007,22020182,664,2007936,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
WY,189,950935,154,843636,35,106596,ND,34.509565217391305,45086.673426086956,15480.656417391305,13173.536747826087,0.8509675812600976
AL,2491,12871090,2104,11564500,387,1171044,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
AK,663,3367444,549,3016388,114,344736,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
AR,2373,12149056,2009,11042380,364,1099980,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
AZ,4108,21492618,3556,19544692,552,1668240,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
CA,187725,1007115990,174128,957008862,13597,41117580,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
CO,1034,5127638,784,4307032,250,756756,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
CT,2719,14153816,2367,13009490,352,1063692,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
DC,2056,10285159,1637,8996952,419,1267056,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
DE,745,3870883,651,3575606,95,286776,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
FL,105020,554796546,95729,526124294,9291,28097244,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
GA,2516,12926156,2112,11605720,405,1223208,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
HI,3692,19060239,3184,17497432,508,1535940,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
IA,3084,15842890,2630,14452648,455,1374912,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
ID,566,2899939,477,2619760,89,269388,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
IL,5274,27170180,4455,24486512,819,2476404,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
IN,1830,9357238,1536,8442314,294,888804,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
KS,751,3934384,661,3631940,91,273672,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
KY,1138,5899966,986,5417682,152,460404,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
LA,9771,49690226,8135,44711334,1636,4947012,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MA,33900,179392165,30984,170289438,2916,8817732,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MD,17133,90513865,15609,85785232,1525,4610088,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
ME,304,1483355,222,1222402,82,246456,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MI,27286,142034128,24053,132195746,3233,9777348,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MN,10537,55954626,9730,53475622,807,2440620,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MO,1728,9052735,1517,8339722,211,637812,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MS,5735,29309290,4837,26585984,898,2715552,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
MT,830,4201428,683,3753310,147,443268,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NY,129583,680181850,116532,640457582,13051,39466728,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NC,7824,40746415,6884,37832632,940,2843316,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
ND,97,479518,75,409910,22,66528,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NE,137,694639,111,608224,26,79380,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NH,238,1200758,188,1032790,50,149940,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NJ,18821,102073878,17246,94785848,1575,4761540,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NM,590,3010253,482,2646782,108,326592,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
NV,6848,35766563,6069,33352934,780,2357208,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
OH,14924,77138312,12342,67829800,2583,7810236,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
OK,2604,13293681,2183,11998226,421,1274112,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
OR,8361,43467279,7338,40331480,1023,3092544,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
PA,27711,144610451,24554,134948784,3157,9545760,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
RI,1432,7402616,1239,6810460,193,583128,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
SC,2102,10833081,1793,9851580,309,934668,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
SD,1526,8081001,1401,7700354,125,377748,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
TN,8002,40909467,6743,37058154,1259,3806460,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
TX,57781,297959356,49706,273181428,8076,24420564,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
UT,235,1174401,182,1001646,53,160020,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
VA,6382,34148479,5822,32000002,560,1693188,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
VT,857,4347276,709,3896664,148,448056,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
WA,25715,135711388,23390,128549608,2325,7031808,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
WI,7115,36780395,6165,33881466,950,2872548,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
WV,4671,24037269,4007,22020182,664,2007936,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
WY,189,950935,154,843636,35,106596,NE,33.41988003427592,59629.68956298201,15853.928071979435,13493.101696658097,0.8510888680330326
AL,2491,12871090,2104,11564500,387,1171044,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
AK,663,3367444,549,3016388,114,344736,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
AR,2373,12149056,2009,11042380,364,1099980,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
AZ,4108,21492618,3556,19544692,552,1668240,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
CA,187725,1007115990,174128,957008862,13597,41117580,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
CO,1034,5127638,784,4307032,250,756756,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
CT,2719,14153816,2367,13009490,352,1063692,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
DC,2056,10285159,1637,8996952,419,1267056,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
DE,745,3870883,651,3575606,95,286776,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
FL,105020,554796546,95729,526124294,9291,28097244,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
GA,2516,12926156,2112,11605720,405,1223208,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
HI,3692,19060239,3184,17497432,508,1535940,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
IA,3084,15842890,2630,14452648,455,1374912,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
ID,566,2899939,477,2619760,89,269388,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
IL,5274,27170180,4455,24486512,819,2476404,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
IN,1830,9357238,1536,8442314,294,888804,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
KS,751,3934384,661,3631940,91,273672,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
KY,1138,5899966,986,5417682,152,460404,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
LA,9771,49690226,8135,44711334,1636,4947012,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MA,33900,179392165,30984,170289438,2916,8817732,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MD,17133,90513865,15609,85785232,1525,4610088,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
ME,304,1483355,222,1222402,82,246456,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MI,27286,142034128,24053,132195746,3233,9777348,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MN,10537,55954626,9730,53475622,807,2440620,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MO,1728,9052735,1517,8339722,211,637812,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MS,5735,29309290,4837,26585984,898,2715552,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
MT,830,4201428,683,3753310,147,443268,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NY,129583,680181850,116532,640457582,13051,39466728,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NC,7824,40746415,6884,37832632,940,2843316,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
ND,97,479518,75,409910,22,66528,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NE,137,694639,111,608224,26,79380,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NH,238,1200758,188,1032790,50,149940,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NJ,18821,102073878,17246,94785848,1575,4761540,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
NM,590,3010253,482,2646782,108,326592,NH,31.469813391877057,55825.05277716795,15267.298572996708,13232.381218441273,0.8667139870995517
